conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,opened_at,full_text_formal,full_text_formal_stop,full_text_formal_stop_stanza,full_text_formal_stop_stem,sentiment_result,sentiment,sentiment_score
1840307708643422426,Sun Sep 29 08:28:43 +0000 2024,0,kurikulum merdeka: meningkatkan kualitas pembelajaran berbasis proyek,1840307708643422426,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1840307708643422426,154102750,Beritasatu,2024-12-06 16:30:44.672336,kurikulum merdeka: meningkatkan kualitas pembelajaran berbasis proyek,kurikulum merdeka: meningkatkan kualitas pembelajaran berbasis proyek,: tingkat kualitas belajar basis proyek,kurikulum merdeka tingkat kualitas ajar bas proyek,"{'label': 'neutral', 'score': 0.9981135129928589}",neutral,0.9981135129928589
1840307676502470731,Sun Sep 29 08:28:35 +0000 2024,0,kurikulum merdeka dan pengembangan pendidikan teknologi informasi,1840307676502470731,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1840307676502470731,154102750,Beritasatu,2024-12-06 16:30:44.672336,kurikulum merdeka dan pengembangan pendidikan teknologi informasi,kurikulum merdeka pengembangan pendidikan teknologi informasi,kembang didik teknologi informasi,kurikulum merdeka kembang didik teknologi informasi,"{'label': 'neutral', 'score': 0.9949982166290283}",neutral,0.9949982166290283
1840307642637352992,Sun Sep 29 08:28:27 +0000 2024,0,kurikulum merdeka: meningkatkan kualitas pembelajaran eksperiensial,1840307642637352992,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1840307642637352992,154102750,Beritasatu,2024-12-06 16:30:44.672336,kurikulum merdeka: meningkatkan kualitas pembelajaran eksperiensial,kurikulum merdeka: meningkatkan kualitas pembelajaran eksperiensial,: tingkat kualitas belajar eksperiensial,kurikulum merdeka tingkat kualitas ajar eksperiensial,"{'label': 'neutral', 'score': 0.9965466856956482}",neutral,0.9965466856956482
1840307609364303946,Sun Sep 29 08:28:19 +0000 2024,0,kurikulum merdeka: meningkatkan keterampilan berpikir analitis,1840307609364303946,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1840307609364303946,154102750,Beritasatu,2024-12-06 16:30:44.672336,kurikulum merdeka: meningkatkan keterampilan berpikir analitis,kurikulum merdeka: meningkatkan keterampilan berpikir analitis,: tingkat keterampilan pikir analitis,kurikulum merdeka tingkat terampil pikir analitis,"{'label': 'neutral', 'score': 0.9983709454536438}",neutral,0.9983709454536438
1840307569564496097,Sun Sep 29 08:28:10 +0000 2024,0,kurikulum merdeka dan pengembangan pendidikan matematika,1840307569564496097,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1840307569564496097,154102750,Beritasatu,2024-12-06 16:30:44.672336,kurikulum merdeka dan pengembangan pendidikan matematika,kurikulum merdeka pengembangan pendidikan matematika,kembang didik matematika,kurikulum merdeka kembang didik matematika,"{'label': 'neutral', 'score': 0.9977557063102722}",neutral,0.9977557063102722
1840307506490552404,Sun Sep 29 08:27:55 +0000 2024,0,implementasi kurikulum merdeka di sekolah penggerak,1840307506490552404,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1840307506490552404,154102750,Beritasatu,2024-12-06 16:30:44.672336,implementasi kurikulum merdeka di sekolah penggerak,implementasi kurikulum merdeka sekolah penggerak,implementasi sekolah gerak,implementasi kurikulum merdeka sekolah gerak,"{'label': 'neutral', 'score': 0.9987863898277283}",neutral,0.9987863898277283
1840307475201097997,Sun Sep 29 08:27:48 +0000 2024,0,kurikulum merdeka dan pengembangan kompetensi abad,1840307475201097997,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1840307475201097997,154102750,Beritasatu,2024-12-06 16:30:44.672336,kurikulum merdeka dan pengembangan kompetensi abad,kurikulum merdeka pengembangan kompetensi abad,kembang kompetensi abad,kurikulum merdeka kembang kompetensi abad,"{'label': 'neutral', 'score': 0.9978251457214355}",neutral,0.9978251457214355
1839957737888985207,Sat Sep 28 09:18:04 +0000 2024,0,bro?! umur segitu masih dihantam kurikulum merdeka jir,1839957737888985207,,,in,kapal minwon,0,0,0,https://x.com/minwonswee/status/1839957737888985207,1624633046774448128,minwonswee,2024-12-06 16:30:44.672336,bro?! umur segitu masih dihantam kurikulum merdeka jir,bro?! umur segitu dihantam kurikulum merdeka jir,bro ? ! umur segitu hantam jir,bro umur segitu hantam kurikulum merdeka jir,"{'label': 'negative', 'score': 0.9991198182106018}",negative,0.9991198182106018
1839952503808635184,Sat Sep 28 08:57:16 +0000 2024,1,kunci jawaban ukppg piloting guru tertentu soal sjt dan pck ppg daljab di kurikulum merdeka lewat,1839952503808635184,,,in,Indonesia,0,0,0,https://x.com/NolaNovitaSari/status/1839952503808635184,584912911,NolaNovitaSari,2024-12-06 16:30:44.672336,kunci jawaban ukppg piloting guru tertentu soal sjt dan pck ppg daljab di kurikulum merdeka lewat,kunci ukppg piloting guru sjt pck ppg daljab kurikulum merdeka lewat,kunci ukppg piloting guru sjt pck ppg daljab,kunci ukppg piloting guru sjt pck ppg daljab kurikulum merdeka lewat,"{'label': 'neutral', 'score': 0.9990367889404297}",neutral,0.9990367889404297
1839914750353825866,Sat Sep 28 08:43:14 +0000 2024,0,kayaknya brand finlandia diadopsi pun karena skor pisa indonesia rendah banget dan jadi obrolan dmn kan? nah ini sudah tahun jalan kurikulum merdeka tanda perbaikan juga enggak keliatan. mngkn pendidikan = investasi jangka pnjg tapi result pendek/menengahnya apa ya?,1839948971923648707,https://pbs.twimg.com/media/GYjP1sjasAIfYTb.jpg,Justmet12,in,,1,0,0,https://x.com/brandenation/status/1839948971923648707,1439493877287698440,brandenation,2024-12-06 16:30:44.672336,kayaknya brand finlandia diadopsi pun karena skor pisa indonesia rendah banget dan jadi obrolan dimanakan? nah ini sudah tahun jalan kurikulum merdeka tanda perbaikan juga enggak kelihatanmngkn pendidikan = investasi jangka pnjg tetapiresult pendek/menengahnya apa ya?,kayaknya brand finlandia diadopsi skor pisa indonesia rendah obrolan dimanakan? jalan kurikulum merdeka tanda perbaikan kelihatanmngkn pendidikan = investasi jangka pnjg tetapiresult pendek/menengahnya ,kayak brand finlandia adopsi skor pisa indonesia rendah obrolan ? jalan tanda kelihatanmngkn didik = investasi jangka pnjg tetapiresult pendek/menengah,kayak brand finlandia adopsi skor pisa indonesia rendah obrol mana jalan kurikulum merdeka tanda baik kelihatanmngkn didik investasi jangka pnjg tetapiresult pendek tengah,"{'label': 'negative', 'score': 0.9969552755355835}",negative,0.9969552755355835
1839908405865071050,Sat Sep 28 08:23:34 +0000 2024,0,sebenarnya riset kementerian pasti ada. cuma tepat atau enggak itu soalnya. misal kurikulum merdeka kan basis hipotesisnya bahwa anak lebih mau belajar kalau dimerdekakan makanya un dihapus dsb. tapi faktanya setelah tahun implementasi kok malah banyak dapat kritik ya?,1839944022623957466,,ZuhaMZ,in,,0,1,0,https://x.com/brandenation/status/1839944022623957466,1439493877287698440,brandenation,2024-12-06 16:30:44.672336,sebenarnya riset kementerian pasti ada. cuma tepat atau enggak itu soalnya. misal kurikulum merdeka kan basis hipotesisnya bahwa anak lebih mau belajar kalau dimerdekakan makanya un dihapus dsb. tetapifaktanya setelah tahun implementasi kok malah banyak dapat kritik ya?,sebenarnya riset kementerian ada. kurikulum merdeka basis hipotesisnya anak belajar dimerdekakan un dihapus dsb. tetapifaktanya implementasi kritik ,riset menteri . basis hipotesis anak belajar merdekakan un hapus dsb . tetapifakta implementasi kritik,benar riset menteri ada kurikulum merdeka basis hipotesis anak ajar merdeka un hapus dsb tetapifaktanya implementasi kritik,"{'label': 'negative', 'score': 0.9944392442703247}",negative,0.9944392442703247
1839943914851287308,Sat Sep 28 08:23:08 +0000 2024,0,berikut kunci jawaban bahasa indonesia kelas kurikulum merdeka halaman bab : taman nasional dan situs warisan dunia.,1839943914851287308,,,in,,0,0,0,https://x.com/tribunsulbarcom/status/1839943914851287308,1676412315519045632,tribunsulbarcom,2024-12-06 16:30:44.672336,berikut kunci jawaban bahasa indonesia kelas kurikulum merdeka halaman bab : taman nasional dan situs warisan dunia.,berikut kunci bahasa indonesia kelas kurikulum merdeka halaman bab : taman nasional situs warisan dunia.,kunci bahasa indonesia kelas halaman bab : taman nasional situs waris dunia .,ikut kunci bahasa indonesia kelas kurikulum merdeka halaman bab taman nasional situs waris dunia,"{'label': 'neutral', 'score': 0.9989057779312134}",neutral,0.9989057779312134
1839933059115942243,Sat Sep 28 07:40:00 +0000 2024,0,langkah-langkah implementasi kurikulum merdeka di sekolah,1839933059115942243,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1839933059115942243,154102750,Beritasatu,2024-12-06 16:30:44.672336,langkah-langkah implementasi kurikulum merdeka di sekolah,langkah-langkah implementasi kurikulum merdeka sekolah,langkah implementasi sekolah,langkah implementasi kurikulum merdeka sekolah,"{'label': 'neutral', 'score': 0.9990605711936951}",neutral,0.9990605711936951
1839931801214603324,Sat Sep 28 07:35:00 +0000 2024,0,kurikulum merdeka dan pengembangan pendidikan pemasaran,1839931801214603324,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1839931801214603324,154102750,Beritasatu,2024-12-06 16:30:44.672336,kurikulum merdeka dan pengembangan pendidikan pemasaran,kurikulum merdeka pengembangan pendidikan pemasaran,kembang didik pasar,kurikulum merdeka kembang didik pasar,"{'label': 'neutral', 'score': 0.9977915287017822}",neutral,0.9977915287017822
1839863666268688853,Sat Sep 28 07:32:34 +0000 2024,0,pendidikan berhasil..nilai-nilai pancasila luar biasa diterapkan oleh pendidik dan guru..inikah kurikulum merdeka??,1839931187747537342,,Mdy_Asmara1701,in,bumi Allah,0,0,0,https://x.com/Ach_Faizal/status/1839931187747537342,141001653,Ach_Faizal,2024-12-06 16:30:44.672336,pendidikan berhasil..nilai-nilai pancasila luar biasa diterapkan oleh pendidik dan guru..inikah kurikulum merdeka??,pendidikan berhasil..nilai-nilai pancasila diterapkan pendidik guru..kurikulum merdeka??,didik berhasil . .nilai pancasila terap didik guru . . ? ?,didik hasil nilai pancasila terap didik guru kurikulum merdeka,"{'label': 'positive', 'score': 0.9914888143539429}",positive,0.9914888143539429
1839930543405756518,Sat Sep 28 07:30:00 +0000 2024,0,kurikulum merdeka dan pengembangan pendidikan kewarganegaraan,1839930543405756518,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1839930543405756518,154102750,Beritasatu,2024-12-06 16:30:44.672336,kurikulum merdeka dan pengembangan pendidikan kewarganegaraan,kurikulum merdeka pengembangan pendidikan kewarganegaraan,kembang didik warganegara,kurikulum merdeka kembang didik kewarganegaraan,"{'label': 'neutral', 'score': 0.997329831123352}",neutral,0.997329831123352
1839925523876872269,Sat Sep 28 07:10:03 +0000 2024,0,mengenal pembelajaran berdiferensiasi dalam implementasi kurikulum merdeka,1839925523876872269,,,in,,0,0,0,https://x.com/Cerita_Parapuan/status/1839925523876872269,1349286188402712576,Cerita_Parapuan,2024-12-06 16:30:44.672336,mengenal pembelajaran berdiferensiasi dalam implementasi kurikulum merdeka,mengenal pembelajaran berdiferensiasi implementasi kurikulum merdeka,kenal belajar diferensiasi implementasi,kenal ajar diferensiasi implementasi kurikulum merdeka,"{'label': 'neutral', 'score': 0.9988470077514648}",neutral,0.9988470077514648
1839654207571530019,Sat Sep 28 06:59:23 +0000 2024,0,kurikulum merdeka buatan sih nadiem,1839922838746398847,,narkosun,in,,0,0,0,https://x.com/IMASRODIAH55792/status/1839922838746398847,1684859716101685248,IMASRODIAH55792,2024-12-06 16:30:44.672336,kurikulum merdeka buatan sih nadiem,kurikulum merdeka buatan nadiem,nadiem,kurikulum merdeka buat nadiem,"{'label': 'neutral', 'score': 0.9515041708946228}",neutral,0.9515041708946228
1839916479476838445,Sat Sep 28 06:34:07 +0000 2024,0,kunci jawaban pai kelas kurikulum merdeka halaman uji kompetensi bab : mari berlatih.,1839916479476838445,,,in,,0,0,0,https://x.com/tribunsulbarcom/status/1839916479476838445,1676412315519045632,tribunsulbarcom,2024-12-06 16:30:44.672336,kunci jawaban pai kelas kurikulum merdeka halaman uji kompetensi bab : mari berlatih.,kunci pai kelas kurikulum merdeka halaman uji kompetensi bab : mari berlatih.,kunci pai kelas halaman uji kompetensi bab : mari latih .,kunci pai kelas kurikulum merdeka halaman uji kompetensi bab mari latih,"{'label': 'neutral', 'score': 0.9991074204444885}",neutral,0.9991074204444885
1839295832362987844,Sat Sep 28 06:12:26 +0000 2024,0,hasil kurikulum merdeka?,1839911022561558576,,kegblgnunfaedh,in,bandung,0,0,0,https://x.com/wbudhi/status/1839911022561558576,118036244,wbudhi,2024-12-06 16:30:44.672336,hasil kurikulum merdeka?,hasil kurikulum merdeka?,hasil ?,hasil kurikulum merdeka,"{'label': 'negative', 'score': 0.9980738162994385}",negative,0.9980738162994385
1839654207571530019,Sat Sep 28 05:31:09 +0000 2024,0,kurikulum merdeka....benar-benar menghasilkan perilaku yang merdekaaaaaaaaaaaaa,1839900635174715834,,narkosun,in,Gresik Jatim,0,0,0,https://x.com/Gusnawi/status/1839900635174715834,79225519,Gusnawi,2024-12-06 16:30:44.672336,kurikulum merdeka....benar-benar menghasilkan perilaku yang merdekaaaaaaaaaaaaa,kurikulum merdeka....menghasilkan perilaku merdekaaaaaaaaaaaaa,. . hasil perilaku merdekaaaaaaaaaaaaa,kurikulum merdeka hasil perilaku merdekaaaaaaaaaaaaa,"{'label': 'positive', 'score': 0.9981951117515564}",positive,0.9981951117515564
1839683708070383639,Fri Sep 27 15:09:10 +0000 2024,0,semangat adik-adik kurikulum merdeka,1839683708070383639,,,in,,0,0,0,https://x.com/avocamatc/status/1839683708070383639,1546070904412577792,avocamatc,2024-12-06 16:30:44.672336,semangat adik-adik kurikulum merdeka,semangat adik-adik kurikulum merdeka,semangat adik,semangat adik kurikulum merdeka,"{'label': 'positive', 'score': 0.9928956627845764}",positive,0.9928956627845764
1839680311862714744,Fri Sep 27 14:55:40 +0000 2024,0,istighfar sama kurikulum merdeka ini ... allahuakbar,1839680311862714744,,,in,"Tangerang Selatan, Indonesia",0,0,0,https://x.com/rikhapurnama/status/1839680311862714744,242571996,rikhapurnama,2024-12-06 16:30:44.672336,istighfar sama kurikulum merdeka ini ... allahuakbar,istighfar kurikulum merdeka allahuakbar,istighfar allahuakbar,istighfar kurikulum merdeka allahuakbar,"{'label': 'negative', 'score': 0.9801732897758484}",negative,0.9801732897758484
1839677229040837030,Fri Sep 27 14:43:25 +0000 2024,0,aku pas mengajar pakai buku kurikulum merdeka bimlek:,1839677229040837030,https://pbs.twimg.com/media/GYfYr-JagAAaV1V.jpg,,in,,0,0,0,https://x.com/saturnooous/status/1839677229040837030,1313450470417952770,saturnooous,2024-12-06 16:30:44.672336,aku pas mengajar pakai buku kurikulum merdeka bimlek:,aku pas mengajar pakai buku kurikulum merdeka bimlek:,pas ajar pagai buku bimlek :,aku pas ajar pakai buku kurikulum merdeka bimlek,"{'label': 'neutral', 'score': 0.9990887641906738}",neutral,0.9990887641906738
1838933828557279569,Fri Sep 27 14:34:56 +0000 2024,0,murid enggak punya ahlak yang dihukum gurunya kombinasi orang tua becus dan kurikulum merdeka gagal bikinan mentri pembisnis bukan pengajar,1839675092760191383,,kegblgnunfaedh,in,,0,0,0,https://x.com/skynight002/status/1839675092760191383,1164297828228718592,skynight002,2024-12-06 16:30:44.672336,murid enggak punya ahlak yang dihukum gurunya kombinasi orang tua becus dan kurikulum merdeka gagal bikinan mentri pembisnis bukan pengajar,murid ahlak dihukum gurunya kombinasi orang tua becus kurikulum merdeka gagal bikinan mentri pembisnis pengajar,murid ahlak hukum guru kombinasi orang tua becus gagal bikin mentri pisnis ajar,murid ahlak hukum guru kombinasi orang tua becus kurikulum merdeka gagal bikin tri bisnis ajar,"{'label': 'negative', 'score': 0.9992596507072449}",negative,0.9992596507072449
1839483930384511367,Fri Sep 27 14:13:05 +0000 2024,0,kalo buat saya bukan panasnya mendidik bangun pagi itu bentuk disiplin. kurikulum merdeka ini terlebih saat pandemi disiplinnya nyaris hilang. pada banyak hal selalu memilih jam ibadah les dll. disiplin penting,1839669594119983310,,el_sulfat,in,Harapan Indah,0,0,0,https://x.com/fnadapdap/status/1839669594119983310,49345639,fnadapdap,2024-12-06 16:30:44.672336,kalo buat saya bukan panasnya mendidik bangun pagi itu bentuk disiplin. kurikulum merdeka ini terlebih saat pandemi disiplinnya nyaris hilang. pada banyak hal selalu memilih jam ibadah les dll. disiplin penting,kalo panasnya mendidik bangun pagi bentuk disiplin. kurikulum merdeka pandemi disiplinnya hilang. memilih jam ibadah les dll. disiplin penting,kalo panas didik bangun pagi bentuk disiplin . pandemi disiplin hilang . pilih jam ibadah les dll . disiplin,kalo panas didik bangun pagi bentuk disiplin kurikulum merdeka pandemi disiplin hilang pilih jam ibadah les dll disiplin penting,"{'label': 'negative', 'score': 0.5387460589408875}",negative,0.5387460589408875
1838916654782374287,Fri Sep 27 14:11:49 +0000 2024,0,atas nama kurikulum merdeka,1839669277387030641,,lecielOOR,in,,0,0,0,https://x.com/bacanyaayu/status/1839669277387030641,132840124,bacanyaayu,2024-12-06 16:30:44.672336,atas nama kurikulum merdeka,atas nama kurikulum merdeka,nama,atas nama kurikulum merdeka,"{'label': 'neutral', 'score': 0.9982272982597351}",neutral,0.9982272982597351
1839665815958004148,Fri Sep 27 13:58:04 +0000 2024,0,wts// want tapi sell bu buku erlangga fisika kelas xii/ kurikulum merdeka rb nego sampai jadi! jateng,1839665815958004148,https://pbs.twimg.com/media/GYfOTdCagAADr-G.jpg,,in,,1,0,0,https://x.com/19111naNA/status/1839665815958004148,1481838270636236800,19111naNA,2024-12-06 16:30:44.672336,wts// want tetapisell bu buku erlangga fisika kelas xii/ kurikulum merdeka ribunego sampai jadi! jateng,wts// want tetapisell bu buku erlangga fisika kelas xii/ kurikulum merdeka ribunego jateng,wts// want tetapisell bu buku erlangga fisika kelas xii/ ribunego jateng,wts want tetapisell bu buku erlangga fisika kelas xii kurikulum merdeka ribunego jateng,"{'label': 'neutral', 'score': 0.9968287348747253}",neutral,0.9968287348747253
1839568075248832726,Fri Sep 27 13:55:17 +0000 2024,0,kurikulum merdeka nyoh,1839665117203763708,,,in,,0,0,0,https://x.com/yourgfyasmin/status/1839665117203763708,1288486228371759104,yourgfyasmin,2024-12-06 16:30:44.672336,kurikulum merdeka nyoh,kurikulum merdeka nyoh,nyoh,kurikulum merdeka nyoh,"{'label': 'negative', 'score': 0.9885390400886536}",negative,0.9885390400886536
1839641075692319215,Fri Sep 27 13:30:26 +0000 2024,3,dan satu lagi mungkin harus ada penulis yang menyusun kata-kata bijak fufufafa di kaskus mengajukan ke departemen pendidikan agar bisa masukkan kurikulum merdeka pelajaran pendidikan moral dan pancasila..,1839658863781429507,,abu_waras,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/KT4570277/status/1839658863781429507,1827006823884570624,KT4570277,2024-12-06 16:30:44.672336,dan satu lagi mungkin harus ada penulis yang menyusun kata-kata bijak fufufafa di kaskus mengajukan ke departemen pendidikan agar bisa masukkan kurikulum merdeka pelajaran pendidikan moral dan pancasila..,dan ada penulis menyusun bijak fufufafa kaskus mengajukan departemen pendidikan masukkan kurikulum merdeka pelajaran pendidikan moral pancasila..,tulis susun bijak fufufafa kaskus aju departemen didik masuk pelajar didik moral pancasila . .,dan ada tulis susun bijak fufufafa kaskus aju departemen didik masuk kurikulum merdeka ajar didik moral pancasila,"{'label': 'neutral', 'score': 0.9949276447296143}",neutral,0.9949276447296143
1839384459273199645,Fri Sep 27 13:13:05 +0000 2024,5,nurutku kurikulum sampai ada pelatihan dan guru bersertifikasi itu cukup ideal. tapi entah mengapa standar mengacu mendadak dirubah menjadi merdeka?? seakan pengalihan beban siswa,1839654496013885771,,zanatul_91,in,,0,0,0,https://x.com/HalomoanHa91790/status/1839654496013885771,1766477518784380928,HalomoanHa91790,2024-12-06 16:30:44.672336,nurutku kurikulum sampai ada pelatihan dan guru bersertifikasi itu cukup ideal. tetapientah mengapa standar mengacu mendadak dirubah menjadi merdeka?? seakan pengalihan beban siswa,nurutku kurikulum ada pelatihan guru bersertifikasi ideal. tetapientah standar mengacu mendadak dirubah merdeka?? seakan pengalihan beban siswa,nurut latih guru sertifikasi ideal . tetapientah standar acu mendadak rubah ? ? sea alih beban siswa,nurutku kurikulum ada latih guru sertifikasi ideal tetapientah standar acu dadak rubah merdeka akan alih beban siswa,"{'label': 'negative', 'score': 0.9981613755226135}",negative,0.9981613755226135
1839568075248832726,Fri Sep 27 12:54:10 +0000 2024,0,itu penerapan kurikulum merdeka p,1839649736942661737,,,in,"Kota Medan, Sumatera Utara",0,0,0,https://x.com/tukimin_76sret/status/1839649736942661737,1101186062695579648,tukimin_76sret,2024-12-06 16:30:44.672336,itu penerapan kurikulum merdeka p,itu penerapan kurikulum merdeka p,terap p,itu terap kurikulum merdeka p,"{'label': 'neutral', 'score': 0.9989105463027954}",neutral,0.9989105463027954
1839643329472155741,Fri Sep 27 12:28:43 +0000 2024,0,hadah apa dibandingan sama negara maju. enggak usah jauh dulu deh yang deket saja tapi pendidikannya bagus. kurikulum soksokan merdeka ikut finland hasilnya anak muridnya jadi bisa apa. ini lagi bandingkan sekolahnya masuk siang. mau,1839643329472155741,,,in,,0,0,0,https://x.com/daisixeu/status/1839643329472155741,1397339438636617728,daisixeu,2024-12-06 16:30:44.672336,hadah apa dibandingan sama negara maju. enggak usah jauh dulu deh yang dekatsaja tetapipendidikannya bagus. kurikulum soksokan merdeka ikut finland hasilnya anak muridnya jadi bisa apa. ini lagi bandingkan sekolahnya masuk siang. mau,hadah dibandingan negara maju. dekatsaja tetapipendidikannya bagus. kurikulum soksokan merdeka finland hasilnya anak muridnya bandingkan sekolahnya masuk siang. mau,hadah banding negara maju . dekatsaja tetapipendidikan bagus . soksokan finland hasil anak murid banding sekolah masuk siang .,hadah banding negara maju dekatsaja tetapipendidikannya bagus kurikulum soksokan merdeka finland hasil anak murid banding sekolah masuk siang mau,"{'label': 'negative', 'score': 0.9347105026245117}",negative,0.9347105026245117
1839093040616812926,Fri Sep 27 12:18:58 +0000 2024,0,gua juga bingung kurikulum merdeka itu yang siapanya? guru kagak murid kagak.,1839640878459363748,,irasjafii,in,,0,0,0,https://x.com/Joeharsoni/status/1839640878459363748,1429459443910017025,Joeharsoni,2024-12-06 16:30:44.672336,gua juga bingung kurikulum merdeka itu yang siapanya? guru kagak murid kagak.,gua bingung kurikulum merdeka siapanya? guru murid ,gua bingung nya ? guru murid,gua bingung kurikulum merdeka siapa guru murid,"{'label': 'negative', 'score': 0.998925507068634}",negative,0.998925507068634
1839640245551366420,Fri Sep 27 12:16:28 +0000 2024,0,nah ini. banyak proyek tapi proyeknya cuman sekedar menggugurkan kewajiban doang. aplg di era kurikulum (yang katanya) merdeka ini,1839640245551366420,,,in,Jakarta Capital Region,0,0,0,https://x.com/dalkomaneo/status/1839640245551366420,1313630613446909952,dalkomaneo,2024-12-06 16:30:44.672336,nah ini. banyak proyek tetapiproyeknya cuman sekadarmenggugurkan kewajiban doang. aplg di era kurikulum (yang katanya) merdeka ini,nah proyek tetapiproyeknya sekadarmenggugurkan kewajiban aplg era kurikulum (merdeka ini,proyek tetapiproyeknya sekadarmenggugur wajib aplg era (,nah proyek tetapiproyeknya sekadarmenggugurkan wajib aplg era kurikulum merdeka ini,"{'label': 'negative', 'score': 0.9989938139915466}",negative,0.9989938139915466
1839489597992284206,Fri Sep 27 12:08:42 +0000 2024,0,aku sih pakai kurikulum merdeka :\,1839638294050787723,,bibforsure,in,"Lhokseumawe, Indonesia",0,0,0,https://x.com/theharisnaufal/status/1839638294050787723,1834496034560786432,theharisnaufal,2024-12-06 16:30:44.672336,aku sih pakai kurikulum merdeka :\,aku pakai kurikulum merdeka :\,pagai : \,aku pakai kurikulum merdeka,"{'label': 'neutral', 'score': 0.9983564019203186}",neutral,0.9983564019203186
1839636088685772924,Fri Sep 27 11:59:56 +0000 2024,0,di kurikulum merdeka ini guru agak sedikit kesulitan menyeimbangkan pembelajaran selain banyak materi dasar yang hilang di tambah isi buku minim membuat siswa ketinggalan. mana pr nya semua harus naik kelas lagi hmmm,1839636088685772924,,,in,,0,0,0,https://x.com/_Rimamel/status/1839636088685772924,1036426126837436416,_Rimamel,2024-12-06 16:30:44.672336,di kurikulum merdeka ini guru agak sedikit kesulitan menyeimbangkan pembelajaran selain banyak materi dasar yang hilang di tambah isi buku minim membuat siswa ketinggalan. mana pr nya semua harus naik kelas lagi hmmm,di kurikulum merdeka guru kesulitan menyeimbangkan pembelajaran materi dasar hilang isi buku minim siswa ketinggalan. pr kelas hmmm,guru sulit seimbang belajar materi dasar hilang isi buku minim siswa tinggal . pr kelas hmmm,di kurikulum merdeka guru sulit imbang ajar materi dasar hilang isi buku minim siswa tinggal pr kelas hmmm,"{'label': 'negative', 'score': 0.985093355178833}",negative,0.985093355178833
1839633188274274761,Fri Sep 27 11:48:25 +0000 2024,0,dua minggu ini isinya cuman doain anak dan mendorong mereka supaya rajin belajar biar besok sukses indonesia emas jadi menteri pendidikan demi menghapus kurikulum merdeka yang hadehhhh,1839633188274274761,,,in,"29, she/her",0,0,0,https://x.com/moonchildjinx/status/1839633188274274761,2241598960,moonchildjinx,2024-12-06 16:30:44.672336,dua minggu ini isinya cuman doain anak dan mendorong mereka supaya rajin belajar biar besok sukses indonesia emas jadi menteri pendidikan demi menghapus kurikulum merdeka yang hadehhhh,dua minggu isinya doain anak mendorong rajin belajar biar sukses indonesia emas menteri pendidikan menghapus kurikulum merdeka hadehhhh,minggu isi doain anak dorong rajin belajar biar sukses indonesia emas menteri didik hapus hadehhhh,dua minggu isi doain anak dorong rajin ajar biar sukses indonesia emas menteri didik hapus kurikulum merdeka hadehhhh,"{'label': 'negative', 'score': 0.9921980500221252}",negative,0.9921980500221252
1838933828557279569,Fri Sep 27 11:21:24 +0000 2024,0,juga enggak mengerti sama materi yang dipelajari padahal kurikulum sekarang pun sama-sama project-based. berarti kan merdeka ini efektif sistemnya kurang jelas.,1839626389307134397,,mochienyol,in,,0,1,0,https://x.com/mochienyol/status/1839626389307134397,866640288067891201,mochienyol,2024-12-06 16:30:44.672336,juga enggak mengerti sama materi yang dipelajari padahal kurikulum sekarang pun sama-sama proyekbased. berarti kan merdeka ini efektif sistemnya kurang jelas.,juga mengerti materi dipelajari kurikulum proyekbased. merdeka efektif sistemnya ,mengerti materi pelajar proyekbased . efektif sistemnya,juga erti materi ajar kurikulum proyekbased merdeka efektif sistem,"{'label': 'negative', 'score': 0.9983218312263489}",negative,0.9983218312263489
